KEY,en-US,fr-FR,WorkaroundLocalization - NE PAS SUPPRIMER CE TEXTE
SE_CULTURAL_INFLUENCE_DESCRIPTION,"The Cultural Radiance is produced by your councillors, after each action you take. The purpose of this document is to show you your city's influence on neighbouring cities and countries. The higher your score, the more influence your city has. Conversely, the lower your score, the more likely it is that your city will be forgotten.

Residents are delighted by the influence your town exerts, and this has repercussions on their lives: trade is easier and includes many exotic and luxurious products brought in by foreign merchants, sovereigns send you personal gifts or ask for your opinion more regularly when they encounter challenges, and many residents compete for positions of choice alongside you... The city is in total emulsion.","Le Rayonnement Culturel est réalisé par vos conseillers, après chaque action de votre part. Ce document a pour objectif de vous montrer l'influence de votre ville sur les cités adjacentes ou sur les pays qui vous entourent. Plus votre score est élevé, plus votre ville rayonne. À l'inverse, plus votre score est bas, et plus votre ville sera susceptible d'être oubliée.

Les habitants se réjouissent de l'influence que votre ville émet et cela se répercute sur leur vie : le commerce est plus facile et contient de nombreux produits exotiques et luxueux apportés par des marchands étrangers, les souverains vous envoient des présents personnels ou demandent votre avis plus régulièrement lorsqu'ils rencontrent des défis, de très nombreux habitants sont en concurrence pour obtenir des positions de choix a vos côtés... La ville est en totale émulsion.",
SE_SCOREBOARD_AGE_SUM,[NAME] score <sprite=[ID]>,Score [NAME] <sprite=[ID]>,
SE_SCOREBOARD_DESCRIPTION,"The sun sets on your city, and the age ends today. Your reign has been eventful, filled with laughter and joy, but also tears and cries. A summary table of your main actions is available, to help you understand your performance as leader of your dynasty. This score will have no impact on your city or future ages, but it can serve as a guide to staying in power.","Le soleil se couche sur votre ville, et l'âge se termine aujourd'hui. Votre règne a été mouvementé, empli de rires et de joies, mais aussi de larmes et de cris. Un tableau récapitulatif de vos actions principales est accessible, afin de vous aider à comprendre votre performance en tant que dirigeant de votre dynastie. Ce score n'aura pas d'impact sur votre ville et les âges futurs, mais il peut vous servir de guide dans le but de rester au pouvoir.",
SE_SCOREBOARD_DOWNTOWN,Downtown level,Niveau de centre-ville,
SE_SCOREBOARD_END_AGE,End of the age,Fin de l'âge,
SE_SCOREBOARD_IC_LEVEL,Cultural influence level,Niveau d'Influence Culturelle,
SE_SCOREBOARD_INFORMATIONS,"Each action listed below earns a certain number of points.
<sprite=18> Completing an age: [VALUE] points 
<sprite=18> Build a Wonder (cumulative): [VALUE2] points 
<sprite=18> Obtain a Cultural Influence tier (cumulative): [VALUE3] points 
<sprite=18> Evolve downtown (cumulative): [VALUE4] points
<sprite=18> Construct a service building (cumulative): [VALUE5] points
<sprite=18> Have average faction trust in 10% increments above 40%: [VALUE6] points","Chaque action listée ci-dessous rapporte un certain nombre de points.
<sprite=18> Terminer un âge : [VALUE] points 
<sprite=18> Construire une Merveille (cumulable) : [VALUE2] points 
<sprite=18> Obtenir un palier d'Influence Culturelle (cumulable) : [VALUE3] points 
<sprite=18> Évoluer le centre-ville (cumulable) : [VALUE4] points
<sprite=18> Construire un bâtiment de service (cumulable) : [VALUE5] points
<sprite=18> Avoir une moyenne de confiance des factions par tranche de 10%, au-dessus de 40% : [VALUE6] points",
SE_SCOREBOARD_SERVICE_FUNCTION,Service building built,Bâtiment de service construit,
SE_SCOREBOARD_TOTAL_SUM,All ages score,Score de tous les âges,
SE_SCOREBOARD_TRUST_FACTION,Average faction trust,Moyenne de confiance des factions,
SE_SCOREBOARD_WONDER,Built wonder,Merveille construite,
ST_DEFEAT_FACTIONS_DESC,"Numerous rebellious factions have barricaded their neighborhoods, plunging your city into total chaos. Independent and powerful, they had a growing distrust of you and preferred to join forces in order to carry out a coup d'état. You were executed, and your dynasty will remain a distant memory in history.","De nombreuses factions révoltées ont barricadé leurs quartiers, plongeant votre ville dans le chaos total. Indépendantes et puissantes, elles avaient une méfiance grandissante à votre égard et ont préféré s'allier afin de réaliser un coup d'État. Vous avez été exécuté et votre dynastie ne restera qu'un lointain souvenir de l'Histoire.",
ST_DEFEAT_FACTIONS_TITLE,A coup d'état deposed you.,Un coup d'état vous a destitué,
ST_DEFEAT_MINI_EVENT_MANIFESTATIONS_DESC,"The riots spread throughout most of the city. Nothing could calm or restrain the angry residents who invaded your property! All this is the consequence of satisfactions too long neglected. You've been expelled from the city with no chance of repentance, and your dynasty will remain a distant memory in history.","Les émeutes se sont propagées dans la quasi-intégralité de la ville. Rien ne pouvait plus calmer ni retenir les habitants en colère qui ont envahi votre propriété ! Tout ceci est la conséquence de satisfactions trop longtemps négligées. Vous avez été exclu de la ville sans aucune chance de repentance, votre dynastie ne restera qu'un lointain souvenir de l'Histoire.",
ST_DEFEAT_MINI_EVENT_MANIFESTATIONS_TITLE,Your city is ablaze,Votre ville est à feu et à sang,
ST_DEFEAT_POLITICAL_DESC,"Your opposition to a political authority has become a personal matter. The point of no return has been reached, and this person has used all his influence to oust you from power with a life sentence. His trust has been neglected for too long, and your dynasty will remain a distant memory in history.","Votre opposition envers une autorité politique est devenue une affaire personnelle. Le point de non-retour a été atteint, et cette personne a usé de toute son influence pour vous évincer du pouvoir avec une peine d'emprisonnement à perpétuité. Sa confiance a trop longtemps été négligée, votre dynastie ne restera qu'un lointain souvenir de l'Histoire.",
ST_DEFEAT_TITLE,Defeat,Défaite,
ST_POPULATION_EOG_CITIZENS,Number of <color=#ffffdf>citizens</color> <sprite=81>: [VALUE],Nombre de <color=#ffffdf>citoyens</color> <sprite=81> : [VALUE],
ST_POPULATION_EOG_WANDERERS,Number of <color=#ffffdf>wanderers</color> <sprite=84>: [VALUE],Nombre de <color=#ffffdf>vagabonds</color> <sprite=84> : [VALUE],
ST_VICTORY_DESC,victoire desc placeholder,victoire desc placeholder,
ST_VICTORY_TITLE,Victory,Victoire,
UI_AGE_TRANSITION_POPUP_DESC,"You're about to embark on the passage of an age in your city, and this will be an opportunity to make decisions that will have a major impact on your residents. Bear in mind, too, that certain actions will no longer be possible, and buildings - and factions - will be forgotten forever. ","Vous allez entamer le passage d'âge au sein de votre cité, ce sera l'occasion de prendre des décisions qui impacteront considérablement vos habitants. Gardez aussi à l'esprit que certaines actions ne seront plus possible, des bâtiments et factions oubliés à jamais. ",
UI_AGE_TRANSITION_POPUP_TITLE,Are you sure you want to go on to the next age?,Etes-vous sure de vouloir passer à l'âge suivant ?,
UI_ANTIQUITY_PERIOD_NAME,Antiquity,Antiquité,
UI_BUILDING_INFO_CARDS_ALBEROBELLO,Increases Craftsman <sprite=70> destiny level by 1,Augmente le niveau de destinée Artisan de 1,
UI_BUILDING_INFO_CARDS_ALEXANDRIA,Increases Philosopher <sprite=73> destiny level by 1,Augmente le niveau de destinée Philosophe <sprite=73> de 1,
UI_BUILDING_INFO_CARDS_ARCO_DA_RUA_AUGUSTA,Your city will radiate in Commercial <sprite=74> on a continental level,Votre ville rayonnera en Commerce <sprite=74> au niveau continental,
UI_BUILDING_INFO_CARDS_BASTILLE,Your city will radiate in Militarization <sprite=71> on a continental level,Votre ville rayonnera en Militarisation <sprite=71> au niveau continental,
UI_BUILDING_INFO_CARDS_BIBLIOTHEQUE_AUTRICHE,Your city will radiate in Education <sprite=73> on a continental level,Votre ville rayonnera en Éducation <sprite=73> au niveau continental,
UI_BUILDING_INFO_CARDS_CHENONCEAU,Allows axes to produce a safety zone,Permet aux axes de produire une zone de sécurité,
UI_BUILDING_INFO_CARDS_CIRCUS,Increases Strategist <sprite=71> destiny level by 1,Augmente le niveau de destinée Stratège <sprite=71> de 1,
UI_BUILDING_INFO_CARDS_FONTANA_MAGGIORE,Immunizes districts against fires <sprite=44>,Immunise les quartiers contre les incendies <sprite=44>,
UI_BUILDING_INFO_CARDS_KARLUV_MOST,Prevents the closure of trade routes <sprite=23> at age transition,Empêche la fermeture des routes commerciales <sprite=23> au passage d'âge,
UI_BUILDING_INFO_CARDS_MAUSOLEE,Prevents the deterioration of nearby cultural buildings during the passage of ages,Empêche la dégradation de bâtiments culturels proches lors de passage d'âges,
UI_BUILDING_INFO_CARDS_NOTRE-DAME,Offers more choice during family interludes,Offre plus de choix lors de l'interlude familiale,
UI_BUILDING_INFO_CARDS_OXFORD,Allows construction in dense forests,Autorise la construction dans les forêts denses,
UI_BUILDING_INFO_CARDS_PALAZZIO_VECCHIO,Increases Politician <sprite=75> destiny level by 1,Augmente le niveau de destinée Politicien <sprite=75> de 1,
UI_BUILDING_INFO_CARDS_PALAZZO_DUCALE,Prevents the creation of <color=#B7644C>tensions</color> <sprite=46> in the perimeter,Empêche la création de <color=#B7644C>tensions</color> <sprite=46> dans le périmètre,
UI_BUILDING_INFO_CARDS_SASSI,Create homes for wanderers <sprite=84>,Génère des habitations pour les vagabonds <sprite=84>,
UI_BUILDING_INFO_CARDS_SUKIENNICE,Increases passive income from trade routes <sprite=23> by [VALUE]%,Augmente les revenus passifs des routes commerciales <sprite=23> de [VALUE]%,
UI_BUILDING_INFO_CARDS_SUPERGA_BASILIC,Your city will radiate in Religion <sprite=72> on a continental level,Votre ville rayonnera en Religion <sprite=72> au niveau continental,
UI_BUILDING_INFO_CARDS_THEATER,Reduces the number of know-how <sprite=25> locations by [VALUE],Réduit le nombre d'emplacements des savoir-faire <sprite=25> de [VALUE],
UI_BUILDING_INFO_CARDS_TORRE,Increases event rewards,Augmente les récompenses d'évènements,
UI_BUILDING_INFO_CARDS_TRAJAN,Increases Trader <sprite=74> destiny level by 1,Augmente le niveau de destinée Commerçant <sprite=74> de 1,
UI_BUILDING_INFO_CARDS_VERSAILLES,Your city will radiate in Politics <sprite=75> on a continental level,Votre ville rayonnera en Politique <sprite=75> au niveau continental,
UI_BUILDING_INFO_CARDS_WINDSOR,Increases the size of safety areas,Augmente la taille des surfaces de sécurité,
UI_BUILDING_INFO_CARDS_ZAANSE_SCHANS,Your city will radiate in Production <sprite=70> on a continental level,Votre ville rayonnera en Production <sprite=70> au niveau continental,
UI_BUILDING_INFO_CARDS_ZEUS,Increase Priest <sprite=72> destiny level by 1,Augmente le niveau de destinée Prêtre <sprite=72> de 1,
UI_BUILDING_TOOLTIP_DECOR_CONSTRAINTS,"Decorative buildings generally have low construction costs. They're made from simple materials, have fast <sprite=40> construction and require no <color=#ffffdf>workers</color> <sprite=82> for maintenance. A godsend for visually enriching your city!","Les bâtiments décoratifs ont généralement de faibles coûts de construction. Ils sont fabriqués avec des matériaux simples, ont une construction <sprite=40> rapide et ne demandent aucun <color=#ffffdf>travailleurs</color> <sprite=82> pour l'entretien. Une aubaine pour enrichir visuellement votre ville !",
UI_BUILDING_TOOLTIP_DECOR_GAINS,Decorative buildings are small structures with strong <color=#10df8a>attraction</color> <sprite=28> that <color=#ffffdf>citizens</color> <sprite=81> will love.,Les bâtiments décoratifs sont de petites constructions à la forte <color=#10df8a>attraction</color> <sprite=28> que vos <color=#ffffdf>citoyens</color> <sprite=81> adoreront.,
UI_BUILDING_TOOLTIP_FUNC_CONSTRAINTS,"Service buildings have no spatial positioning constraints. However, <color=#ffffdf>workers</color> <sprite=82> must work on them to make their specific features accessible: <color=#ead93b>trade route</color> <sprite=23>, stock management <sprite=20>, passing <color=#ce7bba>decrees</color> <sprite=21>, attacking enemy camps <sprite=27>, etc.","Les bâtiments de service n'ont aucune contrainte de positionnement dans l'espace. Cependant, des <color=#ffffdf>travailleurs</color> <sprite=82> <sprite=82> doivent y travailler afin de rendre leurs spécificités accessibles : <color=#ead93b>routes commerciales</color> <sprite=23>, gestion des stocks <sprite=20>, passage de<color=#ce7bba>décrets</color> <sprite=21>, attaques de camps ennemis <sprite=27>, etc.",
UI_BUILDING_TOOLTIP_FUNC_EFFECTS,"Service buildings are surely the most important buildings in the city. As soon as their construction is complete, they provide access to numerous game mechanics, depending on their culture. All these mechanics will evolve over the course of the city's history:
<sprite=18> The <color=#ffb324>production</color> <sprite=70> service building is linked to the <color=#ffb324>storage</color> <sprite=20> and management of resources,
<sprite=18> The <color=#e6625d>military</color> <sprite=71> service building is in charge of <color=#e6625d>protecting the city</color> <sprite=27>, anticipating events and carrying out attacks,
<sprite=18> The <color=#9aa7ff>religion</color> <sprite=72> service building is in charge of housing management and <color=#9aa7ff>urban planning rules</color> <sprite=24>,
<sprite=18> The <color=#03c2ec>education</color> <sprite=73> service building manages all the <color=#03c2ec>know-how</color> <sprite=25> learned in the ages,
<sprite=18> The <color=#ead93b>trade</color> <sprite=74> service building is authorized to sell, buy and barter various goods on <color=#ead93b>trade route</color> <sprite=23>,
<sprite=18> The <color=#ce7bba>politics</color> <sprite=75> service building allows you to pass <color=#ce7bba>decrees</color> <sprite=21> in your city.","Les bâtiments de service sont sûrement les édifices les plus importants de la ville. Dès la fin de leurs constructions, ils permettent l'accès à de nombreuses mécaniques de jeux, dépendantes de leurs cultures. Toutes ces mécaniques évolueront au fil de l'Histoire de la ville :
<sprite=18> Le bâtiment de service de la culture <color=#ffb324>production</color> <sprite=70> est lié au <color=#ffb324>stockage</color> <sprite=20> et à la gestion des ressources,
<sprite=18> Le bâtiment de service de la culture <color=#e6625d>militaire</color> <sprite=71> est chargé de la protection de la ville <sprite=27>, de l'anticipation d'événements et des attaques à mener,
<sprite=18> Le bâtiment de service de la culture <color=#9aa7ff>religion</color> <sprite=72> s'occupe de la gestion des habitations et des <color=#9aa7ff>règles d'urbanisme</color> <sprite=24> des quartiers,
<sprite=18> Le bâtiment de service de la culture <color=#03c2ec>education</color> <sprite=73> gère tous les <color=#03c2ec>savoir-faire</color> <sprite=25> appris dans les âges,
<sprite=18> Le bâtiment de service de la culture <color=#ead93b>commerce</color> <sprite=74> est autorisé à vendre, acheter et troquer différentes marchandises sur les <color=#ead93b>routes commerciales</color> <sprite=23>,
<sprite=18> Le bâtiment de service de la culture <color=#ce7bba>politique</color> <sprite=75> permet de passer des <color=#ce7bba>décrets</color> <sprite=21> dans votre ville.",
